"","name","price","type","effect","volume","SPF","PA","skin_type","character","brand","sell"
"678","유리피부 알로에베라 피지컬 선크림 ","12,800","크림형","수분공급, 피부진정, 백탁현상방지","40g","50","PA+++","모든피부용","자외선차단, 저자극, 지속력, 천연성분, 알콜 프리, 합성색소 프리, 쿨링감, 어린이겸용, 가족용, 보습, 글리세린","유리피부","3"
"679","제이앤씨 트리플 퍼펙트 선블럭","20,580","튜브형","영양공급, 피부보호, 피부탄력, 화이트닝, 백탁현상방지","70ml(g)","50","PA+++","민감성","자외선차단, 저자극, 지속력, 발림성, 주름개선, 메이크업베이스 겸용","제이앤씨","38"
"680","헉슬리 선크림 스테이 선 세이프","21,000","튜브형","수분공급, 피부보호, 피부진정, 피부강화, 백탁현상방지","35ml(g)","50","PA++++","모든피부용","자외선차단, 저자극, 가족용, 보습","헉슬리","16"
"681","MISSHA 유려 미백 선크림 ","9,180",NA,"수분공급, 영양공급, 윤기부여, 생기부여, 피부보호","50ml(g)","50","PA++++",NA,"자외선차단","MISSHA","58"
"682","시슬리 쒸뻬 쑤엥 쏠레르 비자쥬","138,790","튜브형",NA,"40ml(g)","50","PA++++",NA,"자외선차단, 비타민 함유","시슬리","53"
"683","숨37도 선-어웨이 멀티-이펙트 선블럭","30,100","튜브형","수분공급","50ml(g)","50","PA++",NA,"자외선차단, 저자극, 무인공향","숨37도","5"
"684","잇츠스킨 스마트 솔루션 365 휘핑 선 젤","7,320",NA,NA,"100ml(g)","50","PA+++","모든피부용","자외선차단","잇츠스킨","68"
"685","오휘 퍼펙트 선 프로 블랙","27,590","튜브형","피부보호, 화이트닝","50ml(g)","50","PA++++","모든피부용","자외선차단, 저자극, 흡수력, 밀착력, 메이크업베이스 겸용, 글리세린","오휘","4"
"686","파나마잭 워터리 선 에센스 ","36,090","크림형","수분공급, 피부탄력, 피부톤보정, 화이트닝, 백탁현상방지, 링클케어","50ml","50+","PA++++","모든피부용","자외선차단, 보습"," 파나마잭","3"
"687","올빚 물빛 수분 선크림","27,000","크림형",NA,"50ml(g)","SPF35","PA++",NA,"자외선차단"," 올빚","2"
"688","시세이도 아넷사 화이트닝 에센스 페이셜 UV 선스크린 ","20,840","젤형","수분공급, 피부보호, 피부투명, 화이트닝","40ml(g)","50","PA++++",NA,"자외선차단, 저자극","시세이도","2"
"689","어바웃미 유브이 퍼펙트 쉴드 톤업 선크림","15,950","크림형",NA,"40ml(g)","SPF50+","PA++++",NA,"자외선차단, 주름개선"," 어바웃미","5"
"690","잇츠스킨 스마트 솔루션 365 워터리 선 젤","7,130","젤형","수분공급, 피부보호","110ml(g)","30","PA++","모든피부용","자외선차단","잇츠스킨","77"
"691","아베다 데일리 라이트 가드 디펜스 플루이드 선크림","40,890",NA,"피부보호","30ml(g)","30","PA+++","모든피부용","자외선차단","아베다","18"
"692","오휘 선 마스터 인피니트","29,930","리퀴드형","피부보호","50ml(g)","50","PA++++","모든피부용","자외선차단","오휘","29"
"693","더페이스샵 내추럴 선 에코 아이스 에어 퍼프 선 투명","9,990","펌프형","피부보호, 피부진정, 피부톤보정, 화이트닝, 백탁현상방지","100ml(g)","50","PA+++","모든피부용","자외선차단, 쿨링감, 주름개선","더페이스샵","33"
"694","더페이스샵 내추럴선 에코 파워 롱래스팅선","11,280","튜브형","피부보호, 피부톤보정","50ml(g)","45","PA+++","모든피부용","워터프루프, 자외선차단, 지속력, 밀착력, 메이크업베이스 겸용","더페이스샵","10"
"695","휴브 올웨이즈 선블럭","5,660",NA,NA,"80ml(g)","45SPF","PA+++",NA,"자외선차단","휴브","63"
"696","아크웰 데일리 선 컨트롤 에멀젼","15,960",NA,"피부보호","50ml(g)","50","PA+++","모든피부용","자외선차단, 지속력","아크웰","19"
"697","SK-II 화이트닝 소스 덤 데피니션 UV 로션","64,330",NA,NA,"30g","50","PA+++","모든피부용","자외선차단, 비타민 함유, 메이크업베이스 겸용","SK-II","15"
"698","이니스프리 익스트림 UV 프로텍션 크림 100 하이 프로텍션","9,000","튜브형","피부보호","50ml(g)","50","PA+++","모든피부용","자외선차단, 발림성, 레포츠용","이니스프리","73"
"699","잇츠스킨 유브이 어웨이 워터프루프 선블럭","6,820",NA,NA,"50g","50","PA+++","모든피부용","워터프루프, 흡수력, 레포츠용","잇츠스킨","88"
"700","빌리프 UV 프로텍터 레포츠 쉐이킹 선스크린","29,390",NA,"피부보호","50ml(g)","50","PA+++","모든피부용","자외선차단, 흡수력","빌리프","31"
"701","수려한 효비담 커버 선크림","14,500","튜브형","피부보호, 피부톤보정","60ml(g)","50","PA++++","모든피부용","자외선차단, 커버력","수려한","86"
"702","투쿨포스쿨 아티파이 워터풀 선 에센스","18,820",NA,"수분공급, 피부보호, 화이트닝","100ml(g)","50","PA+++",NA,"자외선차단","투쿨포스쿨","13"
"703","꽃을든남자 선 펀치 워터프루프 선 크림","6,300","크림형",NA,"70ml(g)","SPF50+","PA+++",NA,"워터프루프, 자외선차단, 주름개선"," 꽃을든남자","41"
"704","크리니크 페이스 크림","28,800",NA,NA,"50ml(g)","50SPF",NA,"모든피부용","자외선차단","크리니크","6"
"705","더후 공진향설 미백 에센스 선","30,470",NA,"피부보호, 화이트닝","45ml(g)","46","PA+++","모든피부용","자외선차단","더후","21"
"706","토니모리 인텐스 케어 골드 24K 스네일 선 크림 ","8,940","크림형","수분공급, 영양공급, 생기부여, 피부보호, 피부탄력, 피부투명, 백탁현상방지","50ml","50","PA++++","모든피부용","자외선차단, 저자극, 보습","토니모리","70"
"707","코리아나 세니떼 에코피칼 선 프레쉬","7,370",NA,"수분공급, 생기부여, 피부보호","70ml(g)","50","PA+++","모든피부용","자외선차단, 밀착력","코리아나","64"
"708","사로매 액티브 선","29,700","크림형",NA,"70ml(g)","SPF50+","PA+++",NA,"자외선차단"," 사로매","2"
"709","스와니코코 천연 데일리 썬블록 녹차 선크림  ","26,300","튜브형","피부보호, 화이트닝, 백탁현상방지","50ml(g)","50","PA+++","민감성","자외선차단, 저자극, 커버력, 주름개선","스와니코코","17"
"710","MISSHA 올 어라운드 세이프 블록 아쿠아 선 젤","6,420","젤형","수분공급, 피부보호, 피부진정","50ml(g)","30","PA+++",NA,"자외선차단, 쿨링감","MISSHA","8"
"711","파머메이커 가지페어 썬","16,070","크림형","수분공급, 피부진정, 백탁현상방지","50ml(g)","SPF50+","PA++++","모든피부용","자외선차단"," 파머메이커","13"
"712","르나드블랑 멀티레이어 선 블록","8,873","크림형","피부보호","60ml(g)","SPF50+","PA+++",NA,"자외선차단"," 르나드블랑","12"
"713","폴라초이스 캄 선스크린","28,000",NA,NA,"60ml(g)","30","PA++","모든피부용","자외선차단, 밀착력, 미네랄 함유, 발림성","폴라초이스","4"
"714","리더스 인솔루션 화이트 포텐 탄산수 선 크림","10,340",NA,"영양공급, 피부보호, 피부탄력","50ml(g)","50","PA+++","모든피부용","자외선차단, 주름개선"," 리더스","26"
"715","생그린 유브이 선 블럭","26,200","크림형","피부보호","60ml(g)","SPF50+","PA+++",NA,"워터프루프, 자외선차단","생그린","3"
"716","잇츠스킨 스마트 솔루션 365 실키 선블록","8,580","크림형","수분공급, 피부보호","50ml(g)","50","PA+++","모든피부용","자외선차단","잇츠스킨","15"
"717","에코코스메틱 성인용 선크림 ","23,680","크림형","수분공급, 쉐어버터","75ml","50","PA+++","모든피부용","워터프루프, 자외선차단, 저자극, 흡수력, 지속력, 천연성분, 파라벤 프리, 미네랄 함유, 보습, 레포츠용, 글리세린","에코코스메틱","20"
"718","케어존 닥터솔루션 아큐어 선크림","12,070","튜브형","피부보호","70ml(g)","40","PA+++","민감성","저자극, 알콜 프리, 무광물유, 무인공향","케어존","4"
"719","케어존 ARH 레포츠 선 블록","18,240",NA,NA,"70ml","50","PA+++","모든피부용","자외선차단, 지속력, 밀착력, 쿨링감, 레포츠용","케어존","20"
"720","스킨푸드 알로에 쿨링 선 소프트 무스","7,860",NA,NA,"100ml","50","PA+++","모든피부용","쿨링감","스킨푸드","75"
"721","쥴라이 슈퍼7 모이스처 유브이 프로텍트","30,780","크림형","피부보호","40ml(g)","SPF50+","PA++++","모든피부용","자외선차단, 주름개선"," 쥴라이","15"
"722","로레알파리 UV 퍼펙트 퓨어 화이트","12,600","튜브형","피부보호","30ml","50","PA+++","모든피부용","자외선차단, 지속력, 메이크업베이스 겸용","로레알파리","12"
"723","코리아나 세니떼 에코피칼 선 레포츠","7,290",NA,NA,"70ml(g)","50","PA+++",NA,"자외선차단, 저자극","코리아나","148"
"724","비욘드 에코 데일리 디펜스 안티 더스트 선 ","13,400",NA,NA,"55ml(g)","50","PA+++","모든피부용",NA,"비욘드","115"
"725","스와니코코 바이오 쿨 민트 선젤","27,000","크림형","피부보호","50ml(g)","SPF50+","PA+++",NA,"자외선차단"," 스와니코코","1"
"726","이니스프리 퍼펙트 UV 프로텍션 크림 롱 래스팅","18,000","튜브형","수분공급","100ml(g)","50","PA+++","중건성","자외선차단","이니스프리","1"
"727","닥터랩 아줄렌 스킨세이프 100 선블럭","28,990","크림형","피부보호","50ml(g)","SPF50+","PA+++","모든피부용, 민감성","자외선차단, 주름개선"," 닥터랩","7"
"728","클라란스 UV 플러스 HP 데이 스크린 하이 프로텍션","48,220",NA,"피부보호, 피부유연","30ml(g)","40","PA++++",NA,"자외선차단","클라란스","3"
"729","마몽드 카렌듈라 노세범 선틴트","9,790","크림형",NA,"40ml(g)","SPF30","PA++","모든피부용","자외선차단, 저자극"," 마몽드","15"
"730","닥터지 워터 프루프 업 선 ","15,550","젤형","수분공급, 피부보호, 백탁현상방지","70ml(g)","50","PA++++",NA,"워터프루프, 자외선차단, 저자극, 쿨링감, 레포츠용","닥터지","28"
"731","비쉬 아이디얼 솔레이 선크림","19,250","튜브형","수분공급, 피부진정","50ml(g)","50","PA+++","중건성","자외선차단","비쉬","19"
"732","오휘 퍼펙트 선 프로 레드 ","22,170","크림형","수분공급, 피부탄력, 안티에이징, 링클케어","50ml","50","PA++++","모든피부용","자외선차단, 흡수력, 밀착력, 보습, 주름개선, 메이크업베이스 겸용","오휘","10"
"733","닥터지 에이 클리어 오일 컨트롤 선","23,750","튜브형","수분공급, 피부보호, 피부진정, 피부유연, 피지조절","50ml(g)","50","PA+++","민감성","자외선차단","닥터지","4"
"734","자연의벗 첫눈의 화사함 선 크림","20,150",NA,NA,"60g","30","PA++","모든피부용","자외선차단, 천연성분, 미네랄 함유, 메이크업베이스 겸용","자연의벗","19"
"735","코리아나 라비다 선 솔루션 프레쉬 선 에센스 IRF20 ","19,250","튜브형",NA,"70ml(g)","50","PA++++",NA,"자외선차단","코리아나","27"
"736","MISSHA 올 어라운드 세이프 블록 워터프루프 선","7,080","튜브형","피부보호","50ml(g)","50","PA+++",NA,"자외선차단","MISSHA","3"
"737","리스킨 RS 선 크림","30,000","크림형",NA,"50ml(g)","SPF50+","PA+++",NA,"자외선차단","리스킨","1"
"738","과일나라 센서티브 선 블록","9,800",NA,NA,"60g","50","PA+++",NA,"자외선차단","과일나라","113"
"739","아벤느 미네랄 플루이드","21,280","크림형","백탁현상방지","40ml(g)","SPF50+","PA++++","민감성","자외선차단","아벤느","9"
"740","니베아 라이트 필링 선로션","13,260","로션형","피부보호","200ml(g)","50","PA+++",NA,"자외선차단","니베아","3"
"741","시슬리 그랑 데끄랑 쏠레르 비자쥬","144,490",NA,NA,"40ml(g)","30SPF",NA,NA,"자외선차단, 지속력, 미네랄 함유, 비타민 함유","시슬리","6"
"742","이지함화장품 선블록 로션","37,420",NA,"피부보호, 피부진정, 피부톤보정, 피지조절","60ml(g)","40","PA++","지성","자외선차단","이지함화장품","16"
"743","입큰 포어 애플 선블럭","9,000",NA,NA,"70ml(g)","50SPF","PA+++",NA,"자외선차단, 오일 프리, 비타민 함유","입큰","8"
"744","이니스프리 에코 세이프티 아쿠아 퍼펙트 선 젤","8,930",NA,"수분공급, 피부보호, 피부진정","50ml(g)","50","PA+++",NA,NA,"이니스프리","20"
"745","세타필 데이롱 바디 앤 페이스 로션","13,900","튜브형","피부보호","50ml","50","PA+++","모든피부용","자외선차단, 레포츠용","세타필","1"
"746","코이바나 그린티 UV 선라이트","9,900","크림형","수분공급, 백탁현상방지","60ml(g)","SPF50+","PA+++","모든피부용","자외선차단, 주름개선"," 코이바나","18"
"747","차앤박 마일드 선블록","18,610",NA,NA,"50ml(g)","35SPF","PA++","모든피부용, 민감성","자외선차단, 오일 프리, 미네랄 함유","차앤박","9"
"748","이노랩 프리미엄 멀티 프로텍션 썬크림","41,000","크림형","수분공급, 피부보호","60ml(g)","SPF50+","PA+++","모든피부용","자외선차단, 저자극","이노랩","4"
"749","닥터뉴엘 멀티 선 블럭","17,640",NA,NA,"50ml","42","PA+++","모든피부용","자외선차단, 저자극, 지속력, 밀착력, 파라벤 프리, 미네랄 함유, 비타민 함유, 메이크업베이스 겸용","닥터뉴엘","2"
"750","구달 민감 안심 선 크림 ","9,400","크림형","수분공급","50ml(g)","35",NA,NA,"자외선차단, 저자극","구달","21"
"751","문샷 멀티 프로텍션 UV 바운서","35,000",NA,NA,"50ml","50","PA+++","모든피부용","자외선차단","문샷","4"
"752","워터드롭 선 젤","14,820","크림형","수분공급, 백탁현상방지","35ml(g)","SPF50+","PA+++","모든피부용","자외선차단",NA,"6"
"753","랑콤 UV 엑스퍼트 뉴로쉴드","56,110",NA,NA,"30ml(g)","50SPF","PA+++",NA,"자외선차단, 지속력","랑콤","2"
"754","더메오 더 데일리 선 크림","34,200",NA,NA,"50ml","40","PA++","모든피부용","자외선차단"," 더메오","3"
"755","벨비죠 화이트닝 UV 선크림","21,840","튜브형","영양공급, 윤기부여, 피부활력, 피부보호, 피부진정, 피부결정돈, 피부톤보정, 화이트닝, 백탁현상방지, 광택부여","50ml(g)","50","PA+++","모든피부용, 건성, 민감성","자외선차단, 지속력, 보습, 메이크업베이스 겸용","벨비죠","7"
"756","오휘 퍼펙트 선 블랙","28,000","튜브형",NA,"50ml(g)","50","PA+++","모든피부용","자외선차단","오휘","1"
"757","캐시캣 아쿠아 선 EX","16,000",NA,NA,NA,NA,NA,NA,NA,"캐시캣","24"
"758","SK-II 극광 프로텍터 ","48,990",NA,"피부보호","30ml(g)","30","PA+++","모든피부용","자외선차단","SK-II","34"
"759","차앤박 클리어 커버 선 스틱","14,540","스틱형","피부유연, 피부투명","9ml(g)","50","PA+++","모든피부용","자외선차단","차앤박","12"
"760","프라덤 듀얼 선크림","13,990",NA,NA,"50g","48","PA+++","모든피부용","자외선차단, 흡수력, 지속력, 커버력","프라덤","124"
"761","디알프로그 안티 멜라 톤업 선블록","16,080","크림형","피부보호","50ml(g)","SPF41","PA++",NA,"자외선차단, 주름개선"," 디알프로그","5"
"762","베네피트 드림 스크린","34,410",NA,NA,"45ml(g)","45SPF","PA+++",NA,NA,"베네피트","23"
"763","르샤트라1802 UV 에센셜 크림","29,040",NA,NA,"70ml","50","PA+++","모든피부용","자외선차단, 커버력, 천연성분, 발림성, 레포츠용, 메이크업베이스 겸용","르샤트라1802","22"
"764","마녀공장 내추럴 선 블럭","17,780","튜브형","수분공급, 피부보호","50g","29","PA++","모든피부용","자외선차단, 저자극, 지속력, 커버력, 밀착력, 천연성분, 오일 프리, 실리콘 프리, 미네랄 함유, 비타민 함유, 메이크업베이스 겸용","마녀공장","5"
"765","더스킨 라파 선크림","16,710",NA,NA,"50ml(g)","40","PA++","모든피부용","워터프루프, 자외선차단, 비타민 함유, 발림성, 레포츠용, 메이크업베이스 겸용","더스킨","77"
"766","마몽드 내추럴 선크림","12,870",NA,NA,"70ml(g)","35SPF","PA++","모든피부용","자외선차단, 오일 프리, 비타민 함유","마몽드","2"
"767","피어리스 엑시몬 프리미엄 선 크림","9,405","크림형",NA,"75ml(g)","SPF50+","PA+++",NA,"자외선차단","피어리스","7"
"768","비오템 UV 수프라 디-톡스 자외선 차단제","40,000",NA,NA,"30ml(g)","50SPF","PA+++","모든피부용","자외선차단, 메이크업베이스 겸용","비오템","2"
"769","해피바스 마일드 선 밀크","5,100",NA,"피부보호, 화이트닝","75ml(g)","50","PA+++",NA,"자외선차단, 무동물성원료","해피바스","7"
"770","빌리프 UV 프로텍터 데일리 선스크린 젤","22,260",NA,NA,"30ml(g)","30","PA++",NA,NA,"빌리프","2"
"771","아오아 크리스탈 퍼펙트 선 로션","23,940","크림형","수분공급, 피지조절","60ml(g)","SPF50+","PA+++",NA,"자외선차단, 주름개선","아오아","4"
"772","순수 퓨어 파인 선크림","18,790","크림형","피부보호","50ml(g)","SPF50+","PA+++",NA,"자외선차단, 주름개선","순수","19"
"773","크리니크 페이스 크림","33,240","튜브형","수분공급, 피부보호, 피부진정","50ml(g)","30","PA+++",NA,"자외선차단","크리니크","6"
"774","코리아나 헤로니아 파워 퍼펙트 UV 선블럭","20,550","튜브형","피부보호","50ml(g)","50","PA+++",NA,"워터프루프, 자외선차단","코리아나","133"
"775","닥터오라클 EPL 데일리 선블록","33,820",NA,NA,"50ml","50SPF","PA+++","모든피부용","워터프루프, 자외선차단, 지속력, 발림성, 메이크업베이스 겸용","닥터오라클","8"
"776","퍼펙팅 쉴드 선 프로텍터","42,080","크림형","피부보호, 피부진정, 백탁현상방지","50ml(g)","SPF50+","PA++++","모든피부용","자외선차단",NA,"6"
"777","마녀공장 트리트먼트 에센스 울트라 선 블럭","28,360","튜브형","수분공급, 피부보호, 백탁현상방지","50ml(g)","50","PA+++","모든피부용","자외선차단","마녀공장","16"
"778","에뛰드하우스 선 블라인드 쿠션","6,280","쿠션형","피부보호, 피부진정, 피부톤보정, 모공케어, 화이트닝, 화사함","14ml(g)","50","PA+++",NA,"자외선차단, 흡수력, 밀착력, 보습","에뛰드하우스","8"
"779","에뛰드하우스 선 프라이즈 내추럴 코렉터","8,300",NA,NA,"50ml(g)","42SPF","PA++","모든피부용","자외선차단, 지속력, 메이크업베이스 겸용","에뛰드하우스","9"
"780","헤라 선 메이트 쿨링 무스","18,900",NA,"수분공급, 윤기부여","70ml(g)","50","PA+++","모든피부용","워터프루프, 자외선차단, 쿨링감","헤라","3"
"781","닥터자르트 컨트롤 에이 센스티브 선크림","24,660","튜브형","피부보호, 백탁현상방지","40ml(g)","35","PA++","모든피부용","자외선차단, 저자극, 발림성","닥터자르트","8"
"782","셀큐어 UV 퍼펙션 데일리 에센스 선 ","21,000","튜브형","수분공급, 영양공급, 피부진정, 화이트닝","50ml(g)","50","PA++++","모든피부용","자외선차단","셀큐어","6"
"783","토소웅 유황 무기자차 선크림 ","14,430","튜브형","수분공급, 피부진정, 피지조절","50ml(g)","35","PA++","모든피부용","자외선차단","토소웅","17"
"784","MISSHA 올 어라운드 세이프 블록 에센스 선 밀크","8,500",NA,NA,"40ml","50","PA+++","모든피부용","자외선차단, 지속력, 밀착력, 발림성"," MISSHA","21"
"785","우드버리 브라이트닝 멀티 선크림","7,910","크림형",NA,"50ml(g)","SPF50+","PA+++","모든피부용","자외선차단, 메이크업베이스 겸용"," 우드버리","20"
"786","더페이스샵 내추럴선 에코 파워 롱래스팅선","9,910",NA,NA,"50ml(g)","50","PA+++","모든피부용","워터프루프, 자외선차단, 밀착력, 파라벤 프리","더페이스샵","15"
"787","탐라레 제주감귤 UV퍼팩트 선 스크린","21,650","크림형",NA,"50ml(g)","SPF50+","PA+++",NA,"자외선차단","탐라레","6"
"788","헤라 선 메이트 레포츠","5,900","튜브형","피부진정","30ml(g)","50","PA++++",NA,"워터프루프, 자외선차단","헤라","4"
"789","크리니크 시티 블럭 쉬어","25,900",NA,NA,"40ml(g)","25SPF",NA,"민감성","자외선차단, 비타민 함유","크리니크","4"
"790","토니모리 마이 써니 레포츠 선블록","7,250","튜브형","수분공급, 피부보호, 피부진정","50ml(g)","50","PA+++",NA,"자외선차단, 쿨링감, 보습","토니모리","95"
"791","아이오페 UV 쉴드 선 마일드 클리닉","18,590",NA,"피부보호","60ml(g)","25","PA++","모든피부용","자외선차단, 저자극","아이오페","7"
"792","아이오페 마일드 클리닉 선 프로텍터","17,390","튜브형",NA,"60ml(g)","25","PA++","민감성","자외선차단","아이오페","5"
"793","어퓨 파워블록 톤 업 선쿠션 ","8,230",NA,NA,"14g","50","PA++++","모든피부용","자외선차단"," 어퓨","6"
"794","시세이도 아넷사 밀키 선스크린","66,760",NA,NA,"60ml(g)","32SPF","PA+++",NA,"워터프루프, 자외선차단, 발림성","시세이도","1"
"795","더샘 에코 어스 파워 핑크 선 크림 ","5,700","튜브형","수분공급, 피부보호, 피부진정","50ml(g)","50","PA++++","모든피부용","자외선차단","더샘","20"
"796","잇츠스킨 스마트 솔루션 365 매트 피니쉬 선 젤 ","9,150","젤형","수분공급, 피부보호, 피부진정, 피지조절, 백탁현상방지","50ml(g)","50","PA++++","모든피부용","자외선차단, 흡수력, 지속력","잇츠스킨","46"
"797","더스킨하우스 UV 프로텍션 선블럭","9,770",NA,NA,"60ml(g)","50SPF","PA+++","모든피부용, 민감성","워터프루프, 자외선차단","더스킨하우스","9"
"798","마몽드 내추럴 선블록","11,960","튜브형",NA,"70ml(g)","36","PA++",NA,"자외선차단, 오일 프리","마몽드","2"
"799","라로슈포제 안뗄리오스 XL 크림","28,800","튜브형","수분공급, 피지조절","50ml(g)","50","PA+++",NA,"자외선차단","라로슈포제","6"
"800","더후 공진향 설 미백 에센스 선","34,130",NA,NA,"45ml(g)","45SPF","PA++","모든피부용","메이크업베이스 겸용","더후","7"
"801","파에온 데일리 선 크림","30,096",NA,NA,"50ml","50","PA+++","모든피부용","자외선차단, 저자극, 지속력","파에온","5"
"802","라미화장품 레노마 노블리티 논스탑 3웨이 선크림","10,960",NA,NA,"100ml(g)","50SPF","PA+++",NA,"워터프루프, 자외선차단, 지속력, 비타민 함유, 메이크업베이스 겸용","라미화장품","19"
"803","이지듀EX 프레쉬 마일드 선블럭","43,000",NA,NA,"50ml(g)","50","PA+++","모든피부용","자외선차단, 오일 프리, 파라벤 프리","이지듀EX","2"
"804","산심 수백 선크림","27,080","튜브형","수분공급, 피부보호, 피부탄력","70ml(g)","50","PA+++",NA,"지속력","산심","59"
"805","스킨젠 에코 글램 선 쿠션","8,320",NA,NA,"13g","50","PA+++","모든피부용","자외선차단, 저자극, 밀착력, 파라벤 프리, 발림성","스킨젠","15"
"806","아웃런 에어 선크림 ","18,000","튜브형","수분공급, 피부진정","60ml(g)","50","PA++++",NA,"자외선차단","아웃런","9"
"807","더마리프트 인텐시덤 네크로 선크림","14,780","튜브형","피부보호, 피부유연","40ml(g)","50","PA+++","모든피부용","자외선차단","더마리프트","9"
"808","아더마 프로텍트 AC 플루이드","14,900",NA,NA,"40ml(g)","50","PA+++","지성","자외선차단","아더마","9"
"809","아모레퍼시픽 타임 모디파잉 선 트리트먼트","121,390",NA,NA,"30ml(g)","30SPF","PA++","모든피부용","자외선차단","아모레퍼시픽","30"
"810","셀럽미 핑크 선밀트","19,990","크림형","피지조절","55ml(g)","SPF50+","PA+++","모든피부용","자외선차단, 메이크업베이스 겸용"," 셀럽미","16"
"811","리스앙쥬 이엑스 선 프로텍트 크림","12,820","튜브형","피부보호, 피지조절, 백탁현상방지","80ml(g)","50","PA+++","모든피부용","자외선차단, 메이크업베이스 겸용","리스앙쥬","9"
"812","어퓨 파워블록 올 데이 선 스틱 ","5,990",NA,NA,"15g","50",NA,"모든피부용","자외선차단"," 어퓨","15"
"813","산다화 순한 선블럭 미백 세럼","20,500","튜브형","수분공급, 화이트닝","70ml(g)","35","PA++",NA,"자외선차단","산다화","10"
"814","프라젠트라 수딩 선씨티 크림","13,030",NA,NA,"45g","40","PA++","모든피부용","자외선차단, 지속력, 비타민 함유","프라젠트라","24"
"815","에스티로더 사이버화이트 브릴리언트 셀 풀 스펙트럼 브라이트닝 UV 프로텍터","46,000",NA,NA,"30ml(g)","50SPF","PA+++","모든피부용","자외선차단, 메이크업베이스 겸용","에스티로더","2"
"816","MISSHA 올 어라운드 세이프 블록 스프레이 선 밀크","5,860",NA,NA,"100ml(g)","50SPF","PA+++",NA,"자외선차단"," MISSHA","14"
"817","이니스프리 익스트림 세이프티 60 선 젤","9,500","젤형","피부보호, 백탁현상방지","50ml(g)","50","PA+++","모든피부용","자외선차단, 발림성","이니스프리","11"
"818","리오엘리 프레쉬 선스크린","26,040","튜브형","피부보호, 피부진정, 피지케어","80ml(g)","45","PA++","모든피부용","오일 프리","리오엘리","2"
"819","해피바스 쿨링 선 젤","6,940","젤형","피부보호","75ml(g)","50","PA+++",NA,"자외선차단, 쿨링감","해피바스","3"
"820","레티나지 리주버네이션 선크림","42,750","크림형","수분공급, 피부보호, 피부진정","50ml(g)","SPF50+","PA+++","모든피부용","자외선차단"," 레티나지","1"
"821","로레알파리 UV 퍼펙트 인스턴트 화이트","15,920","튜브형","피부보호","30ml(g)","50","PA+++","모든피부용","자외선차단, 지속력","로레알파리","10"
"822","큐어트리 네추럴 에어 선 젤","10,400","젤형","피부보호","50ml(g)","50","PA+++","모든피부용","자외선차단, 발림성","큐어트리","17"
"823","비오템 UV 수프림 자외선 차단제","41,650","튜브형",NA,"30ml(g)","50","PA+++","모든피부용","자외선차단","비오템","9"
"824","자민경 크레마카발로 에이지 어웨이 프리미엄 선 세럼","46,790","크림형","백탁현상방지","50ml(g)","SPF50+","PA+++",NA,"자외선차단"," 자민경","17"
"825","클리오 킬 프로텍션 퍼펙트 선 크림","13,160","튜브형","생기부여, 피부보호","50ml(g)","50","PA+++","모든피부용","자외선차단, 지속력","클리오","1"
"826","아크웰 센스티브 솔루션 선 컨트롤 크림","14,000",NA,NA,"50ml(g)","50SPF","PA+++","모든피부용","자외선차단, 저자극, 지속력","아크웰","18"
"827","토니모리 인텐스케어 스네일 선크림","9,180",NA,NA,"50ml(g)","47SPF","PA+++","모든피부용","자외선차단","토니모리","11"
"828","쎄라덤 오가 선블럭 56.7g","32,220","튜브형",NA,"56.7ml(g)","30","PA++","지성, 민감성","자외선차단","쎄라덤","4"
"829","스와니코코 천연 데일리 썬블록 민트 썬크림","27,000","튜브형","피부보호, 피지조절, 집중케어","50ml(g)","SPF50+","PA+++","모든피부용","자외선차단, 저자극, 천연성분, 주름개선, 글리세린","스와니코코","5"
"830","동인비 퍼펙트 선 크림","35,390","튜브형","피부보호","50ml(g)","50","PA+++",NA,NA,"동인비","2"
"831","선티크 아임퓨어 시카 선크림","8,510","크림형","피부진정","50ml(g)","SPF50+","PA++++","민감성","자외선차단"," 선티크","3"
"832","구달 마일드 프로텍트 순한 선 크림","12,600","튜브형","수분공급, 생기부여, 피부보호","50ml(g)","50","PA+++",NA,"자외선차단, 저자극","구달","1"
"833","셀큐어 UV 퍼펙션 올 오버 레포츠 선블록 ","23,000","튜브형","수분공급, 피부진정","60ml(g)","50","PA++++","모든피부용","워터프루프, 자외선차단","셀큐어","14"
"834","A.H.C UV 캡처 비타 캡슐 선 젤","13,750","젤형","수분공급, 생기부여","50ml(g)","35","PA++","모든피부용","자외선차단, 쿨링감","A.H.C","7"
"835","다보 톤 업 베이스 선 크림","2,000","튜브형","피부보호","70ml(g)","50","PA+++",NA,"자외선차단"," 다보","80"
"836","MISSHA 올-어라운드 세이프 블록 마일드 에센스 선밀크","11,990",NA,"수분공급, 영양공급, 피부보호, 피부유연, 백탁현상방지","40ml(g)","45","PA+++","모든피부용","자외선차단, 저자극"," MISSHA","5"
"837","지고트 모이스춰라이징 스네일 선 크림","1,720","튜브형","수분공급, 윤기부여, 피부탄력","70ml(g)","50","PA+++","모든피부용","자외선차단, 저자극, 밀착력, 보습, 모이스춰라이징","지고트","131"
"838","마몽드 울트라 선 밀크","17,570",NA,NA,"70ml(g)","50SPF","PA+++","모든피부용","자외선차단, 오일 프리, PABA 프리","마몽드","3"
